reach-v2,push-v2,pick-place-v2,door-open-v2,drawer-close-v2,button-press-topdown-v2,peg-insert-side-v2,window-open-v2,sweep-v2,basketball-v2
151.56644249,413.80218506,4125.96897888,3845.36790466,15.39050865,4325.46099854,18.29781723,196.72709656,158.58665276,253.13560009
